genre,roi
Documentary,4.616454615384615
Horror,2.8551140999999998
Romance,1.5571557545454544
Drama,1.4344730984848486
Comedy / Drama,1.35313565
Musical,1.0754782619047618
Family,1.0432547398648646
Thriller,0.764793325
Comedy,0.7187673209523809
Action / Adventure,0.2935356355555556
War,0.26202802941176473
Animation,0.2517366166666667
Western,0.1340409419191919
Adventure,0.0926131395348837
Action,-0.08335364999999995
Sci-Fi,-0.13623396931818182
Fantasy,-0.15497791666666672
